,synthaud_originalaud,synthcontrol_originalcontrol,synthaud_originalcontrol,synthcontrol_originalaud
0,0.056504522707887084,0.04578558928594914,0.013454344516260588,0.025234385440180054
1,0.15996456820371696,0.09869017740517691,0.09408597667964522,0.20848210753696222
2,0.3061290717334951,0.4520341439941004,0.006055774871658655,0.046582049530245764
3,0.05169221976414875,0.1286992628590462,0.041415031616019345,0.26044272732312856
4,0.07499408353230001,0.04028971277206072,0.02074215457306494,0.03483466538169354
5,0.03929453525391573,0.05170314003530936,0.03514552977538804,0.019642176741874504
6,0.12887681894680764,0.30877240237017245,0.08400229592326691,0.5585004694459592
7,0.04831740526901625,0.22965584206906195,0.05816319629878726,0.014855392045315836
