,synthaud_originalaud,synthaud_originalcontrol
0,0.11702388880202363,0.03802944601757556
1,0.11642611903419758,0.04816708590305413
2,0.27262532673449724,0.0037419543379211655
3,0.016389416135819148,0.053197641539005386
4,0.1078266171771845,0.02837113074231093
5,0.1743460855233736,0.05672216449426456
6,0.07226712594770413,0.013260458235580114
7,0.05858937996794447,0.11714992188968573
