,synthaud_originalaud,synthaud_originalcontrol
0,0.03261155373633033,0.21282485003724122
1,0.1368844808817392,0.0564910635503138
2,0.15761334263034688,0.019210131362775162
3,0.09721281260277234,0.03407426351589865
4,0.10669548342040605,0.029598455896315462
5,0.02343253297306118,0.11903472275517979
6,0.043110077349763104,0.006346043437636721
7,0.27141996069363883,0.014384645416745397
