,synthaud_originalaud,orignalaud_synthaud,synthcontrol_originalcontrol,originalcontrol_synthcontrol,synthaud_originalcontrol,originalcontrol_synthaud,synthaud_synthcontrol,synthcontrol_synthaud,synthcontrol_originalaud,originalaud_synthcontrol
0,0.04687611899624229,0.05338050223765621,0.022544301774822723,0.020969029415567518,0.019084887410004622,0.018002337250842396,0.0156478481677797,0.015384401125673824,0.050603767657295476,0.052699183833376836
1,0.12150025930790609,0.11514574116542706,0.18522260145046326,0.22199324735230358,0.04583998579696501,0.04663345108046972,0.07497176169482928,0.06416928845861744,0.2544904169870721,0.2819511942910432
2,0.034010242312448216,0.029160096886488657,0.31290237039129365,0.30571224724488133,0.1336433459510104,0.12842887964637517,0.054410741000634893,0.050205323567026096,0.07068826558109113,0.07427089780094104
3,0.06587425625755992,0.07387517390064702,0.3973647627876216,0.44884674518129614,0.010281558780165623,0.010572489991452383,0.5082034776324889,0.4154285399078713,0.6013425376305039,0.6654726681680508
4,0.06494502575949973,0.06347065800548263,0.024836132813412015,0.02623492694957269,0.049383540745014484,0.052225225501518424,0.021375694383932442,0.021305612522488273,0.11467278539981574,0.10696336011260657
5,0.11268121531899963,0.09920953455250589,0.08469772052732255,0.08538703966465355,0.06976332320470537,0.0693778532128517,0.0032555130755089826,0.003183071531939568,0.10495619429863162,0.09234886887814739
6,0.013764678097585664,0.013205781087395861,0.07234854069964483,0.07836966896161744,0.02644179723674829,0.02397443832124957,0.115409545557488,0.11675159218038528,0.18540691078628502,0.1774176978024773
7,0.07465174324009818,0.07464193289482922,0.028044267336151146,0.03069003324294786,0.2075024799392965,0.18987137188222508,0.4103939423708747,0.33957983181617635,0.35670085593359724,0.32083368698671155
