,synthaud_originalaud,synthcontrol_originalcontrol,synthaud_originalcontrol,synthcontrol_originalaud
0,0.04709227720681104,0.1112324118459343,0.1112324118459343,0.04709227720681104
1,0.03393163907725278,0.007983049370647446,0.007983049540292747,0.03393163862631851
2,0.16452596165636846,0.047220551896015574,0.047220551896015574,0.16452596165636846
3,0.059264639531096924,0.021053086810464583,0.021053086810464583,0.059264639531096924
4,0.1891167786041708,0.22553631514605293,0.2255363151069945,0.18911677867083107
5,0.15900898552038573,0.0838592645665387,0.0838592645665387,0.15900898552038573
6,0.3008927267605057,0.13492520530180757,0.1349252044886569,0.3008927280190152
7,0.0708284205735698,0.2047267505604085,0.20472675704279122,0.07082841814018673
